1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS,,,,,,,,,,,,,,,,,,,,,,D,I,S,C,,
C,,,,,,,,,,,,,,,,,,,,grafik1,,9,3,15,28,,C
S,,,,,,,,,,,,,,,,,,,,grafik2,,16,9,24,31,,CS
444,,,,,,,,,,,,,,,,,,,,grafik3,,14,7,19,30,,CS
Perfectionist,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laporan Profil Kepribadian,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Andre Setiawan,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HRDBC,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jakarta,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pemeriksaan dilakukan pada tanggal:,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-04-05T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Laporan profil kepribadian ini didesain khusus untuk HRDBC Jakarta dan bersifat RAHASIA,  hanya dipergunakan untuk  penempatan  dan pengembangan pegawai.",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nomor,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nama,,Andre Setiawan,,,,,,,,,,,,,,,,,,,,,,,,
,Tanggal,,2021-04-05T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Uraian Kepribadian,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sdr. Andre Setiawan  dalam bekerja selalu menginginkan standar prosedur kerja dan tidak ada perubahan mendadak. Ia senang lingkungan yang aman dengan adanya kejelasan peraturan dan regulasi. Akibatnya ia menjadi kurang kreatif, kurang dapat berimprovisasi dan sulit melihat dari sisi yang lain. Ia tidak suka dikritik, karena ia selalu mengharapkan setiap hasil kerjanya adalah sempurna, tanpa cacat. Kritik baginya tidak hanya serangan terhadap pekerjaannya tetapi  juga dianggap sebagai serangan terhadap pribadinya karena dianggap dirinya tidak bisa memberikan hasil yang sempurna. Ia menjadi tidak nyaman bila harus memutuskan secara cepat, ia juga kurang berani mengekspresikan perasaannya secara terbuka, selalu menahan diri dan penuh kehati-hatian dalam setiap tindakannya. Dalam bekerja, ia selalu menginginkan standar prosedur kerja dan tidak ada perubahan mendadak. Ia senang lingkungan yang aman dengan adanya kejelasan peraturan dan regulasi. Akibatnya ia menjadi kurang kreatif, kurang dapat berimprovisasi dan sulit melihat dari sisi yang lain. Ia tidak suka dikritik, karena ia selalu mengharapkan setiap hasil kerjanya adalah sempurna, tanpa cacat. Kritik baginya tidak hanya serangan terhadap pekerjaannya tetapi  juga dianggap sebagai serangan terhadap pribadinya karena dianggap dirinya tidak bisa memberikan hasil yang sempurna. Ia menjadi tidak nyaman bila harus memutuskan secara cepat, ia juga kurang berani mengekspresikan perasaannya secara terbuka, selalu menahan diri dan penuh kehati-hatian dalam setiap tindakannya.",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Tampilan Kerjanya saat ini...,,,,,-,Sistimatis,,,,,,,,,,,,,,,,,,,,
85367241,,,,,,-,Menemukan fakta,,,,,,,,,,,,,,,,,,,,
,,,,,,-,Hati-hati,,,,,,,,,,,,,,,,,,,,
,,,,,,-,Ketepatan,,,,,,,,,,,,,,,,,,,,
,,,,,,-,Standar tinggi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Karakteristik Umum...,,,,,-,Lambat untuk berubah,,,,,,,,,,,,,,,,,,,,
54321,,,,,,-,Mudah diprediksi,,,,,,,,,,,,,,,,,,,,
,,,,,,-,Sensitif,,,,,,,,,,,,,,,,,,,,
,,,,,,-,Posesif,,,,,,,,,,,,,,,,,,,,
,,,,,,-,Hati-hati,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
TABLE_C,Perilaku Kerja...,,,,,Kekuatan,,,,,,,,,,,,,,pk_kek,,7,6,1234756,123456,,
TABLE_S,,,,,,-,Perfeksionis,,,,,,,,,,,,,pk_keL,,7,6,1234756,643521,,
,,,,,,-,Senang pada detail,,,,,,,,,,,,,,,,,,,,
,,,,,,-,Senang pada rincian yang rumit,,,,,,,,,,,,,,,,,,,,
,,,,,,-,Tekun,,,,,,,,,,,,,,,,,,,,
,,,,,,-,"Praktis, sederhana dalam bekerja",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Kelemahan,,,,,,,,,,,,,,,,,,,,,
,,,,,,-,Tidak tegas,,,,,,,,,,,,,,,,,,,,
,,,,,,-,"Terlalu banyak teori, kurang praktis",,,,,,,,,,,,,,,,,,,,
,,,,,,-,Terlalu banyak menganalisa,,,,,,,,,,,,,,,,,,,,
,,,,,,-,Perlu waktu untuk meyakinkan & menyetujui sesuatu,,,,,,,,,,,,,,,,,,,,
,,,,,,-,Menolak/takut pada perubahan,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Suasana Emosi...,,,,,Kekuatan,,,,,,,,,,,,,,e_kek,,6,7,143256,7143256,,
,,,,,,-,Konservatif,,,,,,,,,,,,,e_keL,,7,5,1374625,12345,,
,,,,,,-,Mematuhi aturan,,,,,,,,,,,,,,,,,,,,
,,,,,,-,Sadar akan mutu,,,,,,,,,,,,,,,,,,,,
,,,,,,-,"Tenang, cinta damai",,,,,,,,,,,,,,,,,,,,
,,,,,,-,Setia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Kelemahan,,,,,,,,,,,,,,,,,,,,,
,,,,,,-,Menyalahkan diri sendiri,,,,,,,,,,,,,,,,,,,,
,,,,,,-,"Pesimis, seringkali berpikir negatif",,,,,,,,,,,,,,,,,,,,
,,,,,,-,Sulit memutuskan,,,,,,,,,,,,,,,,,,,,
,,,,,,-,Kurang percaya diri,,,,,,,,,,,,,,,,,,,,
,,,,,,-,Cenderung pemalu,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kekuatan,,,,,-,Bekerja dengan akurasi tinggi,,,,,,,,,,,,,C,,,140212070503060104081109101315,,,,
,,,,,,-,Pemikir,,,,,,,,,,,,,S,,,150203050113140809041007111206,,,,
,,,,,,-,Menentukan standar yang tinggi dan ideal,,,,,,,,,,,,,,,,,,,,
,,,,,,-,Perfeksionis,,,,,,,,,,,,,,,,,,,,
,,,,,,-,Memiliki Empati yang tinggi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kelemahan,,,,,-,Menaruh curiga kepada orang lain,,,,,,,,,,,,,C,,,,,,,
,,,,,,-,Cenderung Rigid,,,,,,,,,,,,,S,,,,,,,
,,,,,,-,Terlalu fokus pada hal detail,,,,,,,,,,,,,,,,,,,,
,,,,,,-,Sulit memutuskan,,,,,,,,,,,,,,,,,,,,
,,,,,,-,Membenarkan diri sendiri,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gaya Kepemimpinan,,,,,-,Cermat,,,,,,,,,,,,,C,,,140212070503060104081109101315,,,,
,,,,,,-,Praktis,,,,,,,,,,,,,S,,,150203050113140809041007111206,,,,
,,,,,,-,Hati-hati,,,,,,,,,,,,,,,,,,,,
,,,,,,-,Analitis,,,,,,,,,,,,,,,,,,,,
,,,,,,-,Menyampaikan fakta,,,,,,,,,,,,,,,,,,,,
,,,,,,-,Pendengar yang baik,,,,,,,,,,,,,,,,,,,,
,,,,,,-,Idealis,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Karakteristik Pekerjaan yang Sesuai...,,,,,-,"Verifikasi, validasi dan pengendalian pekerjaan",,,,,,,,,,,,,C,,,918273645,,,,
,,,,,,,,,,,,,,,,,,,,S,,,918273645,,,,
,,,,,,-,Pekerjaan yang menuntut akurasi dan ketepatan,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,-,Melakukan evaluasi program,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,-,Menganalisa masalah secara mendalam,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,-,Mengumpulkan informasi secara rinci,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,-,Pekerjaan yang memerlukan konsistensi dalam jangka waktu panjang,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,-,Pekerjaan yang menuntut kesabaran,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,-,"Melaksanakan, mengelola pekerjaan sesuai peraturan",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
